,Old Norse Root,Icelandic Word,Norwegian Nynorsk Word,Old Norse URL,Icelandic URL,Norwegian Nynorsk URL
321,hagl,hagl,hagl,https://en.wiktionary.org/wiki/hagl#Old_Norse,https://en.wiktionary.org/wiki/hagl,https://en.wiktionary.org/wiki/hagl
322,haka,haka,hake,https://en.wiktionary.org/wiki/haka#Old_Norse,https://en.wiktionary.org/wiki/haka,https://en.wiktionary.org/wiki/hake
323,halda,halda,halda,https://en.wiktionary.org/wiki/halda#Old_Norse,https://en.wiktionary.org/wiki/halda,https://en.wiktionary.org/wiki/halda
324,hali,hali,hale,https://en.wiktionary.org/wiki/hali#Old_Norse,https://en.wiktionary.org/wiki/hali,https://en.wiktionary.org/wiki/hale
325,hanga,hanga,henga,https://en.wiktionary.org/wiki/hanga#Old_Norse,https://en.wiktionary.org/wiki/hanga,https://en.wiktionary.org/wiki/henga
326,hani,hani,hane,https://en.wiktionary.org/wiki/hani#Old_Norse,https://en.wiktionary.org/wiki/hani,https://en.wiktionary.org/wiki/hane
327,harpa,harpa,harpe,https://en.wiktionary.org/wiki/harpa#Old_Norse,https://en.wiktionary.org/wiki/harpa,https://en.wiktionary.org/wiki/harpe
328,harðr,harður,hard,https://en.wiktionary.org/wiki/har%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/har%C3%B0ur,https://en.wiktionary.org/wiki/hard
329,hata,hata,hate,https://en.wiktionary.org/wiki/hata#Old_Norse,https://en.wiktionary.org/wiki/hata,https://en.wiktionary.org/wiki/hate
330,hǫttr,hattur,hatt,https://en.wiktionary.org/wiki/h%C7%ABttr#Old_Norse,https://en.wiktionary.org/wiki/hattur,https://en.wiktionary.org/wiki/hatt
331,haugr,haugur,haug,https://en.wiktionary.org/wiki/haugr#Old_Norse,https://en.wiktionary.org/wiki/haugur,https://en.wiktionary.org/wiki/haug
332,haukr,haukur,hauk,https://en.wiktionary.org/wiki/haukr#Old_Norse,https://en.wiktionary.org/wiki/haukur,https://en.wiktionary.org/wiki/hauk
333,hauss,haus,haus,https://en.wiktionary.org/wiki/hauss#Old_Norse,https://en.wiktionary.org/wiki/haus,https://en.wiktionary.org/wiki/haus
334,haust,haust,haust,https://en.wiktionary.org/wiki/haust#Old_Norse,https://en.wiktionary.org/wiki/haust,https://en.wiktionary.org/wiki/haust
335,hefill,hefill,hevel,https://en.wiktionary.org/wiki/hefill#Old_Norse,https://en.wiktionary.org/wiki/hefill,https://en.wiktionary.org/wiki/hevel
336,hefja,hefja,heva,https://en.wiktionary.org/wiki/hefja#Old_Norse,https://en.wiktionary.org/wiki/hefja,https://en.wiktionary.org/wiki/heva
337,hefja,hefja,hevja,https://en.wiktionary.org/wiki/hefja#Old_Norse,https://en.wiktionary.org/wiki/hefja,https://en.wiktionary.org/wiki/hevja
338,hefja,hefja,hevje,https://en.wiktionary.org/wiki/hefja#Old_Norse,https://en.wiktionary.org/wiki/hefja,https://en.wiktionary.org/wiki/hevje
339,hegri,hegri,hegre,https://en.wiktionary.org/wiki/hegri#Old_Norse,https://en.wiktionary.org/wiki/hegri,https://en.wiktionary.org/wiki/hegre
340,heili,heili,heile,https://en.wiktionary.org/wiki/heili#Old_Norse,https://en.wiktionary.org/wiki/heili,https://en.wiktionary.org/wiki/heile
341,heill,heill,heil,https://en.wiktionary.org/wiki/heill#Old_Norse,https://en.wiktionary.org/wiki/heill,https://en.wiktionary.org/wiki/heil
342,heill,heill,hell,https://en.wiktionary.org/wiki/heill#Old_Norse,https://en.wiktionary.org/wiki/heill,https://en.wiktionary.org/wiki/hell
343,heim,heim,heim,https://en.wiktionary.org/wiki/heim#Old_Norse,https://en.wiktionary.org/wiki/heim,https://en.wiktionary.org/wiki/heim
344,heimta,heimta,hente,https://en.wiktionary.org/wiki/heimta#Old_Norse,https://en.wiktionary.org/wiki/heimta,https://en.wiktionary.org/wiki/hente
345,heita,heit,heite,https://en.wiktionary.org/wiki/heita#Old_Norse,https://en.wiktionary.org/wiki/heit,https://en.wiktionary.org/wiki/heite
346,heita,heita,heite,https://en.wiktionary.org/wiki/heita#Old_Norse,https://en.wiktionary.org/wiki/heita,https://en.wiktionary.org/wiki/heite
347,heiðr,heiði,heider,https://en.wiktionary.org/wiki/hei%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/hei%C3%B0i,https://en.wiktionary.org/wiki/heider
348,heiðr,heiður,heider,https://en.wiktionary.org/wiki/hei%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/hei%C3%B0ur,https://en.wiktionary.org/wiki/heider
349,hel,hel,hel,https://en.wiktionary.org/wiki/hel#Old_Norse,https://en.wiktionary.org/wiki/hel,https://en.wiktionary.org/wiki/hel
350,helgr,helgi,helg,https://en.wiktionary.org/wiki/helgr#Old_Norse,https://en.wiktionary.org/wiki/helgi,https://en.wiktionary.org/wiki/helg
351,helzt,helst,helst,https://en.wiktionary.org/wiki/helzt#Old_Norse,https://en.wiktionary.org/wiki/helst,https://en.wiktionary.org/wiki/helst
352,helvíti,helvíti,helvete,https://en.wiktionary.org/wiki/helv%C3%ADti#Old_Norse,https://en.wiktionary.org/wiki/helv%C3%ADti,https://en.wiktionary.org/wiki/helvete
353,hengja,hengja,hengja,https://en.wiktionary.org/wiki/hengja#Old_Norse,https://en.wiktionary.org/wiki/hengja,https://en.wiktionary.org/wiki/hengja
354,herr,her,hær,https://en.wiktionary.org/wiki/herr#Old_Norse,https://en.wiktionary.org/wiki/her,https://en.wiktionary.org/wiki/h%C3%A6r
355,herbergi,herbergi,herberge,https://en.wiktionary.org/wiki/herbergi#Old_Norse,https://en.wiktionary.org/wiki/herbergi,https://en.wiktionary.org/wiki/herberge
356,hestr,hestur,hest,https://en.wiktionary.org/wiki/hestr#Old_Norse,https://en.wiktionary.org/wiki/hestur,https://en.wiktionary.org/wiki/hest
357,hey,hey,høy,https://en.wiktionary.org/wiki/hey#Old_Norse,https://en.wiktionary.org/wiki/hey,https://en.wiktionary.org/wiki/h%C3%B8y
358,heyra,heyra,høyra,https://en.wiktionary.org/wiki/heyra#Old_Norse,https://en.wiktionary.org/wiki/heyra,https://en.wiktionary.org/wiki/h%C3%B8yra
359,haukr,hika,hauk,https://en.wiktionary.org/wiki/haukr#Old_Norse,https://en.wiktionary.org/wiki/hika,https://en.wiktionary.org/wiki/hauk
360,hiti,hiti,hete,https://en.wiktionary.org/wiki/hiti#Old_Norse,https://en.wiktionary.org/wiki/hiti,https://en.wiktionary.org/wiki/hete
361,hjal,hjal,hjal,https://en.wiktionary.org/wiki/hjal#Old_Norse,https://en.wiktionary.org/wiki/hjal,https://en.wiktionary.org/wiki/hjal
362,hjarni,hjarni,hjerne,https://en.wiktionary.org/wiki/hjarni#Old_Norse,https://en.wiktionary.org/wiki/hjarni,https://en.wiktionary.org/wiki/hjerne
363,hjarta,hjarta,hjarte,https://en.wiktionary.org/wiki/hjarta#Old_Norse,https://en.wiktionary.org/wiki/hjarta,https://en.wiktionary.org/wiki/hjarte
364,hjarta,hjarta,hjerta,https://en.wiktionary.org/wiki/hjarta#Old_Norse,https://en.wiktionary.org/wiki/hjarta,https://en.wiktionary.org/wiki/hjerta
365,hjól,hjól,hjul,https://en.wiktionary.org/wiki/hj%C3%B3l#Old_Norse,https://en.wiktionary.org/wiki/hj%C3%B3l,https://en.wiktionary.org/wiki/hjul
366,hjǫrtr,hjörtur,hjort,https://en.wiktionary.org/wiki/hj%C7%ABrtr#Old_Norse,https://en.wiktionary.org/wiki/hj%C3%B6rtur,https://en.wiktionary.org/wiki/hjort
367,hlaða,hlaða,lade,https://en.wiktionary.org/wiki/hla%C3%B0a#Old_Norse,https://en.wiktionary.org/wiki/hla%C3%B0a,https://en.wiktionary.org/wiki/lade
368,hljóta,hljóta,ljota,https://en.wiktionary.org/wiki/hlj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/hlj%C3%B3ta,https://en.wiktionary.org/wiki/ljota
369,hljóta,hljóta,lyta,https://en.wiktionary.org/wiki/hlj%C3%B3ta#Old_Norse,https://en.wiktionary.org/wiki/hlj%C3%B3ta,https://en.wiktionary.org/wiki/lyta
370,hljóð,hljóð,lyd,https://en.wiktionary.org/wiki/hlj%C3%B3%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/hlj%C3%B3%C3%B0,https://en.wiktionary.org/wiki/lyd
371,hlutr,hlutur,lott,https://en.wiktionary.org/wiki/hlutr#Old_Norse,https://en.wiktionary.org/wiki/hlutur,https://en.wiktionary.org/wiki/lott
372,hlutr,hlutur,lut,https://en.wiktionary.org/wiki/hlutr#Old_Norse,https://en.wiktionary.org/wiki/hlutur,https://en.wiktionary.org/wiki/lut
373,hlynr,hlynur,lønn,https://en.wiktionary.org/wiki/hlynr#Old_Norse,https://en.wiktionary.org/wiki/hlynur,https://en.wiktionary.org/wiki/l%C3%B8nn
374,hlíð,hlíð,li,https://en.wiktionary.org/wiki/hl%C3%AD%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/hl%C3%AD%C3%B0,https://en.wiktionary.org/wiki/li
375,hlýr,hlýr,ly,https://en.wiktionary.org/wiki/hl%C3%BDr#Old_Norse,https://en.wiktionary.org/wiki/hl%C3%BDr,https://en.wiktionary.org/wiki/ly
376,hnakki,hnakki,nakke,https://en.wiktionary.org/wiki/hnakki#Old_Norse,https://en.wiktionary.org/wiki/hnakki,https://en.wiktionary.org/wiki/nakke
377,hnefi,hnefi,neve,https://en.wiktionary.org/wiki/hnefi#Old_Norse,https://en.wiktionary.org/wiki/hnefi,https://en.wiktionary.org/wiki/neve
378,hnot,hneta,nøtt,https://en.wiktionary.org/wiki/hnot#Old_Norse,https://en.wiktionary.org/wiki/hneta,https://en.wiktionary.org/wiki/n%C3%B8tt
379,hnot,hnot,nøtt,https://en.wiktionary.org/wiki/hnot#Old_Norse,https://en.wiktionary.org/wiki/hnot,https://en.wiktionary.org/wiki/n%C3%B8tt
380,kné,hné,kne,https://en.wiktionary.org/wiki/kn%C3%A9#Old_Norse,https://en.wiktionary.org/wiki/hn%C3%A9,https://en.wiktionary.org/wiki/kne
381,knífr,hnífur,kniv,https://en.wiktionary.org/wiki/kn%C3%ADfr#Old_Norse,https://en.wiktionary.org/wiki/hn%C3%ADfur,https://en.wiktionary.org/wiki/kniv
382,hnísa,hnísa,nise,https://en.wiktionary.org/wiki/hn%C3%ADsa#Old_Norse,https://en.wiktionary.org/wiki/hn%C3%ADsa,https://en.wiktionary.org/wiki/nise
383,hopp,hopp,hopp,https://en.wiktionary.org/wiki/hopp#Old_Norse,https://en.wiktionary.org/wiki/hopp,https://en.wiktionary.org/wiki/hopp
384,horn,horn,horn,https://en.wiktionary.org/wiki/horn#Old_Norse,https://en.wiktionary.org/wiki/horn,https://en.wiktionary.org/wiki/horn
385,hrafn,hrafn,ramn,https://en.wiktionary.org/wiki/hrafn#Old_Norse,https://en.wiktionary.org/wiki/hrafn,https://en.wiktionary.org/wiki/ramn
386,hreinn,hreinn,rein,https://en.wiktionary.org/wiki/hreinn#Old_Norse,https://en.wiktionary.org/wiki/hreinn,https://en.wiktionary.org/wiki/rein
387,hreiðr,hreiður,reir,https://en.wiktionary.org/wiki/hrei%C3%B0r#Old_Norse,https://en.wiktionary.org/wiki/hrei%C3%B0ur,https://en.wiktionary.org/wiki/reir
388,hringja,hringja,ringa,https://en.wiktionary.org/wiki/hringja#Old_Norse,https://en.wiktionary.org/wiki/hringja,https://en.wiktionary.org/wiki/ringa
389,hringja,hringja,ringja,https://en.wiktionary.org/wiki/hringja#Old_Norse,https://en.wiktionary.org/wiki/hringja,https://en.wiktionary.org/wiki/ringja
390,hringr,hringur,ring,https://en.wiktionary.org/wiki/hringr#Old_Norse,https://en.wiktionary.org/wiki/hringur,https://en.wiktionary.org/wiki/ring
391,hrífa,hrífa,rive,https://en.wiktionary.org/wiki/hr%C3%ADfa#Old_Norse,https://en.wiktionary.org/wiki/hr%C3%ADfa,https://en.wiktionary.org/wiki/rive
392,hríð,hríð,ri,https://en.wiktionary.org/wiki/hr%C3%AD%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/hr%C3%AD%C3%B0,https://en.wiktionary.org/wiki/ri
393,hugsa,hugsa,hugsa,https://en.wiktionary.org/wiki/hugsa#Old_Norse,https://en.wiktionary.org/wiki/hugsa,https://en.wiktionary.org/wiki/hugsa
394,hugr,hugur,hug,https://en.wiktionary.org/wiki/hugr#Old_Norse,https://en.wiktionary.org/wiki/hugur,https://en.wiktionary.org/wiki/hug
395,humarr,humar,hummar,https://en.wiktionary.org/wiki/humarr#Old_Norse,https://en.wiktionary.org/wiki/humar,https://en.wiktionary.org/wiki/hummar
396,hunang,hunang,honning,https://en.wiktionary.org/wiki/hunang#Old_Norse,https://en.wiktionary.org/wiki/hunang,https://en.wiktionary.org/wiki/honning
397,hundrað,hundrað,hundre,https://en.wiktionary.org/wiki/hundra%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/hundra%C3%B0,https://en.wiktionary.org/wiki/hundre
398,hundr,hundur,hund,https://en.wiktionary.org/wiki/hundr#Old_Norse,https://en.wiktionary.org/wiki/hundur,https://en.wiktionary.org/wiki/hund
399,hungr,hungur,hunger,https://en.wiktionary.org/wiki/hungr#Old_Norse,https://en.wiktionary.org/wiki/hungur,https://en.wiktionary.org/wiki/hunger
400,hvar,hvar,kvar,https://en.wiktionary.org/wiki/hvar#Old_Norse,https://en.wiktionary.org/wiki/hvar,https://en.wiktionary.org/wiki/kvar
401,hvass,hvass,kvass,https://en.wiktionary.org/wiki/hvass#Old_Norse,https://en.wiktionary.org/wiki/hvass,https://en.wiktionary.org/wiki/kvass
402,hveiti,hveiti,kveite,https://en.wiktionary.org/wiki/hveiti#Old_Norse,https://en.wiktionary.org/wiki/hveiti,https://en.wiktionary.org/wiki/kveite
403,hverr,hver,kven,https://en.wiktionary.org/wiki/hverr#Old_Norse,https://en.wiktionary.org/wiki/hver,https://en.wiktionary.org/wiki/kven
404,hverfa,hverfa,kverva,https://en.wiktionary.org/wiki/hverfa#Old_Norse,https://en.wiktionary.org/wiki/hverfa,https://en.wiktionary.org/wiki/kverva
405,hvítr,hvítur,kvit,https://en.wiktionary.org/wiki/hv%C3%ADtr#Old_Norse,https://en.wiktionary.org/wiki/hv%C3%ADtur,https://en.wiktionary.org/wiki/kvit
406,hylja,hylja,hulder,https://en.wiktionary.org/wiki/hylja#Old_Norse,https://en.wiktionary.org/wiki/hylja,https://en.wiktionary.org/wiki/hulder
407,hyrna,hyrna,hjørne,https://en.wiktionary.org/wiki/hyrna#Old_Norse,https://en.wiktionary.org/wiki/hyrna,https://en.wiktionary.org/wiki/hj%C3%B8rne
408,hyrna,hyrna,hyrne,https://en.wiktionary.org/wiki/hyrna#Old_Norse,https://en.wiktionary.org/wiki/hyrna,https://en.wiktionary.org/wiki/hyrne
409,halfr,hálfur,halv,https://en.wiktionary.org/wiki/halfr#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A1lfur,https://en.wiktionary.org/wiki/halv
410,hár,hár,hår,https://en.wiktionary.org/wiki/h%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A1r,https://en.wiktionary.org/wiki/h%C3%A5r
411,hár,hár,høg,https://en.wiktionary.org/wiki/h%C3%A1r#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A1r,https://en.wiktionary.org/wiki/h%C3%B8g
412,háss,hás,hås,https://en.wiktionary.org/wiki/h%C3%A1ss#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A1s,https://en.wiktionary.org/wiki/h%C3%A5s
413,hæll,hæll,hæl,https://en.wiktionary.org/wiki/h%C3%A6ll#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A6ll,https://en.wiktionary.org/wiki/h%C3%A6l
414,hœna,hæna,høne,https://en.wiktionary.org/wiki/h%C5%93na#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A6na,https://en.wiktionary.org/wiki/h%C3%B8ne
415,hér,hér,her,https://en.wiktionary.org/wiki/h%C3%A9r#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A9r,https://en.wiktionary.org/wiki/her
416,herað,hérað,herad,https://en.wiktionary.org/wiki/hera%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/h%C3%A9ra%C3%B0,https://en.wiktionary.org/wiki/herad
417,hófr,hófur,hóv,https://en.wiktionary.org/wiki/h%C3%B3fr#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B3fur,https://en.wiktionary.org/wiki/h%C3%B3v
418,hǫfuð,höfuð,hovud,https://en.wiktionary.org/wiki/h%C7%ABfu%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B6fu%C3%B0,https://en.wiktionary.org/wiki/hovud
419,hǫll,höll,hall,https://en.wiktionary.org/wiki/h%C7%ABll#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B6ll,https://en.wiktionary.org/wiki/hall
420,hǫnd,hönd,hand,https://en.wiktionary.org/wiki/h%C7%ABnd#Old_Norse,https://en.wiktionary.org/wiki/h%C3%B6nd,https://en.wiktionary.org/wiki/hand
421,húfa,húfa,hue,https://en.wiktionary.org/wiki/h%C3%BAfa#Old_Norse,https://en.wiktionary.org/wiki/h%C3%BAfa,https://en.wiktionary.org/wiki/hue
422,hús,hús,hus,https://en.wiktionary.org/wiki/h%C3%BAs#Old_Norse,https://en.wiktionary.org/wiki/h%C3%BAs,https://en.wiktionary.org/wiki/hus
423,húð,húð,hud,https://en.wiktionary.org/wiki/h%C3%BA%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/h%C3%BA%C3%B0,https://en.wiktionary.org/wiki/hud
424,jarl,jarl,jarl,https://en.wiktionary.org/wiki/jarl#Old_Norse,https://en.wiktionary.org/wiki/jarl,https://en.wiktionary.org/wiki/jarl
425,urt,jurt,urt,https://en.wiktionary.org/wiki/urt#Old_Norse,https://en.wiktionary.org/wiki/jurt,https://en.wiktionary.org/wiki/urt
426,játa,játa,jatte,https://en.wiktionary.org/wiki/j%C3%A1ta#Old_Norse,https://en.wiktionary.org/wiki/j%C3%A1ta,https://en.wiktionary.org/wiki/jatte
427,jól,jól,jol,https://en.wiktionary.org/wiki/j%C3%B3l#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B3l,https://en.wiktionary.org/wiki/jol
428,jól,jól,jul,https://en.wiktionary.org/wiki/j%C3%B3l#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B3l,https://en.wiktionary.org/wiki/jul
429,jǫkull,jökull,jøkul,https://en.wiktionary.org/wiki/j%C7%ABkull#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B6kull,https://en.wiktionary.org/wiki/j%C3%B8kul
430,jǫrð,jörð,jord,https://en.wiktionary.org/wiki/j%C7%ABr%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B6r%C3%B0,https://en.wiktionary.org/wiki/jord
431,jǫstr,jöstur,jest,https://en.wiktionary.org/wiki/j%C7%ABstr#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B6stur,https://en.wiktionary.org/wiki/jest
432,jǫstr,jöstur,jester,https://en.wiktionary.org/wiki/j%C7%ABstr#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B6stur,https://en.wiktionary.org/wiki/jester
433,oxi,jötunuxi,okse,https://en.wiktionary.org/wiki/oxi#Old_Norse,https://en.wiktionary.org/wiki/j%C3%B6tunuxi,https://en.wiktionary.org/wiki/okse
434,kaldr,kaldur,kald,https://en.wiktionary.org/wiki/kaldr#Old_Norse,https://en.wiktionary.org/wiki/kaldur,https://en.wiktionary.org/wiki/kald
435,kalla,kalla,kalla,https://en.wiktionary.org/wiki/kalla#Old_Norse,https://en.wiktionary.org/wiki/kalla,https://en.wiktionary.org/wiki/kalla
436,kambr,kambur,kam,https://en.wiktionary.org/wiki/kambr#Old_Norse,https://en.wiktionary.org/wiki/kambur,https://en.wiktionary.org/wiki/kam
437,karl,karl,kar,https://en.wiktionary.org/wiki/karl#Old_Norse,https://en.wiktionary.org/wiki/karl,https://en.wiktionary.org/wiki/kar
438,kaup,kaup,kjøp,https://en.wiktionary.org/wiki/kaup#Old_Norse,https://en.wiktionary.org/wiki/kaup,https://en.wiktionary.org/wiki/kj%C3%B8p
439,kaupa,kaupa,kjøpa,https://en.wiktionary.org/wiki/kaupa#Old_Norse,https://en.wiktionary.org/wiki/kaupa,https://en.wiktionary.org/wiki/kj%C3%B8pa
440,kefli,kefli,kjevle,https://en.wiktionary.org/wiki/kefli#Old_Norse,https://en.wiktionary.org/wiki/kefli,https://en.wiktionary.org/wiki/kjevle
441,keisari,keisari,keisar,https://en.wiktionary.org/wiki/keisari#Old_Norse,https://en.wiktionary.org/wiki/keisari,https://en.wiktionary.org/wiki/keisar
442,kelda,kelda,kjelde,https://en.wiktionary.org/wiki/kelda#Old_Norse,https://en.wiktionary.org/wiki/kelda,https://en.wiktionary.org/wiki/kjelde
443,kempa,kempa,kjempe,https://en.wiktionary.org/wiki/kempa#Old_Norse,https://en.wiktionary.org/wiki/kempa,https://en.wiktionary.org/wiki/kjempe
444,kenna,kenna,kjenna,https://en.wiktionary.org/wiki/kenna#Old_Norse,https://en.wiktionary.org/wiki/kenna,https://en.wiktionary.org/wiki/kjenna
445,kerra,kerra,kjerre,https://en.wiktionary.org/wiki/kerra#Old_Norse,https://en.wiktionary.org/wiki/kerra,https://en.wiktionary.org/wiki/kjerre
446,ketill,ketill,kjel,https://en.wiktionary.org/wiki/ketill#Old_Norse,https://en.wiktionary.org/wiki/ketill,https://en.wiktionary.org/wiki/kjel
447,ketill,ketill,kjele,https://en.wiktionary.org/wiki/ketill#Old_Norse,https://en.wiktionary.org/wiki/ketill,https://en.wiktionary.org/wiki/kjele
448,keyra,keyra,køyra,https://en.wiktionary.org/wiki/keyra#Old_Norse,https://en.wiktionary.org/wiki/keyra,https://en.wiktionary.org/wiki/k%C3%B8yra
449,kinn,kinn,kinn,https://en.wiktionary.org/wiki/kinn#Old_Norse,https://en.wiktionary.org/wiki/kinn,https://en.wiktionary.org/wiki/kinn
450,kippa,kippa,kjapp,https://en.wiktionary.org/wiki/kippa#Old_Norse,https://en.wiktionary.org/wiki/kippa,https://en.wiktionary.org/wiki/kjapp
451,kirkja,kirkja,kyrkje,https://en.wiktionary.org/wiki/kirkja#Old_Norse,https://en.wiktionary.org/wiki/kirkja,https://en.wiktionary.org/wiki/kyrkje
452,kista,kista,kiste,https://en.wiktionary.org/wiki/kista#Old_Norse,https://en.wiktionary.org/wiki/kista,https://en.wiktionary.org/wiki/kiste
453,kið,kið,kje,https://en.wiktionary.org/wiki/ki%C3%B0#Old_Norse,https://en.wiktionary.org/wiki/ki%C3%B0,https://en.wiktionary.org/wiki/kje
454,kiðlingr,kiðlingur,killing,https://en.wiktionary.org/wiki/ki%C3%B0lingr#Old_Norse,https://en.wiktionary.org/wiki/ki%C3%B0lingur,https://en.wiktionary.org/wiki/killing
455,kellari,kjallari,kjellar,https://en.wiktionary.org/wiki/kellari#Old_Norse,https://en.wiktionary.org/wiki/kjallari,https://en.wiktionary.org/wiki/kjellar
456,kjarr,kjarr,kjerr,https://en.wiktionary.org/wiki/kjarr#Old_Norse,https://en.wiktionary.org/wiki/kjarr,https://en.wiktionary.org/wiki/kjerr
457,kjǫlr,kjölur,kjøl,https://en.wiktionary.org/wiki/kj%C7%ABlr#Old_Norse,https://en.wiktionary.org/wiki/kj%C3%B6lur,https://en.wiktionary.org/wiki/kj%C3%B8l
458,kljúfa,kljúfa,kløyva,https://en.wiktionary.org/wiki/klj%C3%BAfa#Old_Norse,https://en.wiktionary.org/wiki/klj%C3%BAfa,https://en.wiktionary.org/wiki/kl%C3%B8yva
459,klokka,klukka,klokke,https://en.wiktionary.org/wiki/klokka#Old_Norse,https://en.wiktionary.org/wiki/klukka,https://en.wiktionary.org/wiki/klokke
460,klífa,klífa,kliva,https://en.wiktionary.org/wiki/kl%C3%ADfa#Old_Norse,https://en.wiktionary.org/wiki/kl%C3%ADfa,https://en.wiktionary.org/wiki/kliva
461,kló,kló,klo,https://en.wiktionary.org/wiki/kl%C3%B3#Old_Norse,https://en.wiktionary.org/wiki/kl%C3%B3,https://en.wiktionary.org/wiki/klo
462,klókr,klókur,klok,https://en.wiktionary.org/wiki/kl%C3%B3kr#Old_Norse,https://en.wiktionary.org/wiki/kl%C3%B3kur,https://en.wiktionary.org/wiki/klok
463,kné,kné,kne,https://en.wiktionary.org/wiki/kn%C3%A9#Old_Norse,https://en.wiktionary.org/wiki/kn%C3%A9,https://en.wiktionary.org/wiki/kne
464,konungr,konungur,konge,https://en.wiktionary.org/wiki/konungr#Old_Norse,https://en.wiktionary.org/wiki/konungur,https://en.wiktionary.org/wiki/konge
465,koss,koss,kyss,https://en.wiktionary.org/wiki/koss#Old_Norse,https://en.wiktionary.org/wiki/koss,https://en.wiktionary.org/wiki/kyss
466,kraptr,kraftur,kraft,https://en.wiktionary.org/wiki/kraptr#Old_Norse,https://en.wiktionary.org/wiki/kraftur,https://en.wiktionary.org/wiki/kraft
467,krefja,krefja,krevja,https://en.wiktionary.org/wiki/krefja#Old_Norse,https://en.wiktionary.org/wiki/krefja,https://en.wiktionary.org/wiki/krevja
468,kroppr,kroppur,kropp,https://en.wiktionary.org/wiki/kroppr#Old_Norse,https://en.wiktionary.org/wiki/kroppur,https://en.wiktionary.org/wiki/kropp
469,krukka,krukka,krukke,https://en.wiktionary.org/wiki/krukka#Old_Norse,https://en.wiktionary.org/wiki/krukka,https://en.wiktionary.org/wiki/krukke
470,krá,krá,krå,https://en.wiktionary.org/wiki/kr%C3%A1#Old_Norse,https://en.wiktionary.org/wiki/kr%C3%A1,https://en.wiktionary.org/wiki/kr%C3%A5
471,kráka,kráka,kråke,https://en.wiktionary.org/wiki/kr%C3%A1ka#Old_Norse,https://en.wiktionary.org/wiki/kr%C3%A1ka,https://en.wiktionary.org/wiki/kr%C3%A5ke
472,kveld,kveld,kveld,https://en.wiktionary.org/wiki/kveld#Old_Norse,https://en.wiktionary.org/wiki/kveld,https://en.wiktionary.org/wiki/kveld
473,kverk,kverk,kverk,https://en.wiktionary.org/wiki/kverk#Old_Norse,https://en.wiktionary.org/wiki/kverk,https://en.wiktionary.org/wiki/kverk
474,kvika,kvika,kvike,https://en.wiktionary.org/wiki/kvika#Old_Norse,https://en.wiktionary.org/wiki/kvika,https://en.wiktionary.org/wiki/kvike
475,kvikr,kvikur,kvik,https://en.wiktionary.org/wiki/kvikr#Old_Norse,https://en.wiktionary.org/wiki/kvikur,https://en.wiktionary.org/wiki/kvik
476,kvistr,kvistur,kvist,https://en.wiktionary.org/wiki/kvistr#Old_Norse,https://en.wiktionary.org/wiki/kvistur,https://en.wiktionary.org/wiki/kvist
477,kví,kví,kve,https://en.wiktionary.org/wiki/kv%C3%AD#Old_Norse,https://en.wiktionary.org/wiki/kv%C3%AD,https://en.wiktionary.org/wiki/kve
478,kvíga,kvíga,kvige,https://en.wiktionary.org/wiki/kv%C3%ADga#Old_Norse,https://en.wiktionary.org/wiki/kv%C3%ADga,https://en.wiktionary.org/wiki/kvige
479,kvern,kvörn,kvern,https://en.wiktionary.org/wiki/kvern#Old_Norse,https://en.wiktionary.org/wiki/kv%C3%B6rn,https://en.wiktionary.org/wiki/kvern
480,kyn,kyn,kjønn,https://en.wiktionary.org/wiki/kyn#Old_Norse,https://en.wiktionary.org/wiki/kyn,https://en.wiktionary.org/wiki/kj%C3%B8nn
481,kyssa,kyssa,kysse,https://en.wiktionary.org/wiki/kyssa#Old_Norse,https://en.wiktionary.org/wiki/kyssa,https://en.wiktionary.org/wiki/kysse
